year	record	artist	gender	lyrics
1965	"Downtown"	Petula Clark	Female	When you're alone and life is making you lonely You can always go downtown When you've got worries, all the noise and the hurry Seems to help, I know, downtown  Just listen to the music of the traffic in the city Linger on the sidewalk where the neon signs are pretty How can you lose? The lights are much brighter there You can forget all your troubles, forget all your cares  So go downtown Things will be great when you're downtown No finer place for sure, downtown Everything's waiting for you  Don't hang around and let your problems surround you There are movie shows downtown Maybe you know some little places to go to Where they never close downtown  Just listen to the rhythm of a gentle bossa nova You'll be dancing with 'em too before the night is over Happy again The lights are much brighter there You can forget all your troubles, forget all your cares So go downtown Where all the lights are bright, downtown Waiting for you tonight, downtown You're gonna be alright now, downtown  Downtown Downtown  And you may find somebody kind to help and understand you Someone who is just like you and needs a gentle hand to Guide them along So maybe I'll see you there We can forget all our troubles, forget all our cares  So go downtown Things will be great when you're downtown Don't wait a minute more, downtown Everything is waiting for you, downtown  Downtown (downtown) Downtown (downtown) Downtown (downtown) Downtown (downtown)
1965	"Hello, Dolly!"	Louis Armstrong	Male	This is Louis, Dolly It's so nice to have you back where you belong You're lookin' swell, Dolly I can tell, Dolly You're still glowin'...you're still crowin' You're still goin' strong I feel the room swayin' While the band's playin' One of our old favourite songs from way back when So take her wrap, fellas find her an empty lap, fellas Dolly'll never go away again Hello, Dolly Well, hello, Dolly It's so nice to have you back where you belong You're lookin' swell, Dolly I can tell, Dolly You're still glowin'...you're still crowin' You're still goin' strong I feel the room swayin' While the band keeps on playin' One of our old favourite songs from way back when So...golly, gee, fellas Have a little faith in me, fellas Dolly'll never go away I said she'll never go away Dolly'll never go away again
1965	"I Want to Hold Your Hand"	The Beatles	Unknown	Oh, yeah, I'll tell you something I think you'll understand When I'll say that something I wanna hold your hand  I wanna hold your hand I wanna hold your hand  Oh, please, say to me You'll let me be your man And please, say to me You'll let me hold your hand  Now let me hold your hand I wanna hold your hand  And when I touch you I feel happy inside It's such a feeling that, my love I can't hide I can't hide I can't hide Yeah, you Got that something I think you'll understand When I'll Say that something I want to hold your hand  I wanna hold your hand I wanna hold your hand  And when I touch you I feel happy inside It's such a feeling that, my love I can't hide I can't hide I can't hide  Yeah, you Got that something I think you'll understand When I'll Feel that something I wanna hold your hand I wanna hold your hand I wanna hold your hand I wanna hold your hand
1965	"People"	Barbra Streisand	Female	People, people who need people Are the luckiest people in the world We're children, needing other children And yet letting our grown-up pride Hide all the need inside Acting more like children, than children  Lovers are very special people They're the luckiest people in the world  With one person (One person) One very special person (One very special person) A feeling deep in your soul Says you were half, now you're whole  No more hunger and thirst First be a person who needs people People who need people Are the luckiest people in the world  No more hunger and thirst (Hunger and thirst) First be a person who needs people (People need people) People who need people (People who need people) Are the luckiest people in the world People who need people in the world (People who need people who need people) Send them your love People who need people in the world (People who need people) Send them your love (oh those people, people who need people) People who need people in the world (Send them your love) People who need people (People who need people) Send them your love
1966	"A Taste of Honey"	Herb Alpert & the Tijuana Brass	Male	[]
1966	"The 'In' Crowd"	Ramsey Lewis Trio	Unknown	[]
1966	"King of the Road"	Roger Miller	Male	Trailer for sale or rent Rooms to let, fifty cents No phone, no pool, no pets I ain't got no cigarettes Ah but two hours of pushing broom Buys a eight by twelve four-bit room I'm a man of means, by no means King of the road Third boxcar, midnight train Destination: Bangor, Maine Old worn out suit and shoes I don't pay no union dues I smoke, old stogies I have found Short, but not too big around I'm a man of means, by no means King of the road I know every engineer on every train All of the children and all of their names Every handout in every town Every lock that ain't locked when no one's around I sing, trailers for sale or rent Rooms to let, fifty cents No phone, no pool, no pets I ain't got no cigarettes Ah but, two hours of pushing broom Buys an eight by twelve four-bit room I'm a man of means, by no means King of the road Trailer for sale or rent Rooms to let, fifty cents No phone, no pool, no pets I ain't got no cigarettes Ah but, two hours of pushing broom Buys an eight by twelve four-bit room
1966	"The Shadow of Your Smile (Love Theme From "The Sandpiper")"	Tony Bennett	Male	[]
1966	"Yesterday"	The Beatles	Unknown	[]
1967	"Strangers in the Night"	Frank Sinatra	Male	Wondering in the night, what were the chances? We'd be sharing love before the night was through Something in your eyes was so inviting Something in your smile was so exciting Something in my heart told me I must have you Strangers in the night Two lonely people, we were strangers in the night Up to the moment when we said our first hello, little did we know Love was just a glance away, a warm embracing dance away and Ever since that night we've been together Lovers at first sight, in love forever It turned out so right for strangers in the night  Love was just a glance away, a warm embracing dance away Ever since that night we've been together Lovers at first sight, in love forever It turned out so right for strangers in the night Dooby-doooby-doo and other scat to end
